date,event_harbour,harbourmin1,event_WWTW,wwtwmin1,wwtwmin2,rainfall_warkworth,rainfall_rothbury,flow_morwick,flow_rothbury,Roth_rainfall_lag1,Roth_rainfall_lag2,Roth_rainfall_lag3,Roth_flow_lag1,Roth_flow_lag2,Roth_flow_lag3,Wark_rainfall_lag1,Wark_rainfall_lag2,Wark_rainfall_lag3,Mor_flow_lag1,Mor_flow_lag2,Mor_flow_lag3,Roth_rainfall_roll3,Roth_rainfall_roll7,Roth_flow_roll3,Roth_flow_roll7,Wark_rainfall_roll3,Wark_rainfall_roll7,Mor_flow_roll3,Mor_flow_roll7,Roth_rainfall_sum3,Roth_rainfall_sum7,Wark_rainfall_sum3,Wark_rainfall_sum7
28/10/2025,0,1,1,1,0,0.4,1.4,4.896,3.615,1.2,0.8,0,3.735,4.549,7.746,5.6,0.6,0.2,5.652,7.193,9.819,1.133333333,2.085714286,3.966333333,4.065285714,2.2,2.885714286,5.913666667,5.801,3.4,14.6,6.6,20.2
29/10/2025,0,0,0,1,1,1.4,1.6,4.798,3.895,1.4,1.2,0.8,3.615,3.735,4.549,0.4,5.6,0.6,4.896,5.652,7.193,1.4,2.314285714,3.748333333,4.211857143,2.466666667,3.085714286,5.115333333,5.776714286,4.2,16.2,7.4,21.6
30/10/2025,0,0,0,0,0,0.2,0.2,4.727,3.308,1.6,1.4,1.2,3.895,3.615,3.735,1.4,0.4,5.6,4.798,4.896,5.652,1.066666667,1.285714286,3.606,4.335285714,0.666666667,2.742857143,4.807,5.875857143,3.2,9,2,19.2
31/10/2025,0,0,1,0,0,2.6,2.6,4.375,3.236,0.2,1.6,1.4,3.308,3.895,3.615,0.2,1.4,0.4,4.727,4.798,4.896,1.466666667,1.114285714,3.479666667,4.297714286,1.4,1.571428571,4.633333333,5.922857143,4.4,7.8,4.2,11
01/11/2025,0,0,1,1,0,2.4,6.1,6.608,6.797,2.6,0.2,1.6,3.236,3.308,3.895,2.6,0.2,1.4,4.375,4.727,4.798,2.966666667,1.985714286,4.447,4.162142857,1.733333333,1.885714286,5.236666667,5.464142857,8.9,13.9,5.2,13.2
02/11/2025,0,0,0,1,0,0.4,1.1,8.467,5.216,6.1,2.6,0.2,6.797,3.236,3.308,2.4,2.6,0.2,6.608,4.375,4.727,3.266666667,2.028571429,5.083,4.257428571,1.8,1.857142857,6.483333333,5.646142857,9.8,14.2,5.4,13
17/11/2025,0,0,1,0,1,2.6,1.3,11.865,7.02,1.1,6.1,2.6,5.216,6.797,3.236,0.4,2.4,2.6,8.467,6.608,4.375,2.833333333,2.042857143,6.344333333,4.726714286,1.8,1.428571429,8.98,6.533714286,8.5,14.3,5.4,10
18/11/2025,1,0,1,1,0,11,11,13.645,7.649,1.3,1.1,6.1,7.02,5.216,6.797,2.6,0.4,2.4,11.865,8.467,6.608,4.466666667,3.414285714,6.628333333,5.303,4.666666667,2.942857143,11.32566667,7.783571429,13.4,23.9,14,20.6
19/11/2025,1,1,1,1,1,5.6,10.1,27.426,10.803,11,1.3,1.1,7.649,7.02,5.216,11,2.6,0.4,13.645,11.865,8.467,7.466666667,4.628571429,8.490666667,6.289857143,6.4,3.542857143,17.64533333,11.01614286,22.4,32.4,19.2,24.8
20/11/2025,1,1,1,1,1,12.8,7.1,16.625,7.902,10.1,11,1.3,10.803,7.649,7.02,5.6,11,2.6,27.426,13.645,11.865,9.4,5.614285714,8.784666667,6.946142857,9.8,5.342857143,19.232,12.71585714,28.2,39.3,29.4,37.4
